FID,aminity,lat,lon,name,addressline,type,info
lekarne_ksk.fid--1024a340_187273c7313_-5e50,Drug store,48.715279,21.216736,VZP MEDULIENKA,"Cottbuská 1581/27, 04022 Košice-Sídlisko KVP, Slovenská republika",výdajňa zdravotníckych pomôcok,"{""odborni_zastupcovania"": ""Reg\u00edna Fecko\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e4e,Drug store,48.71631,21.260264,Lekáreň Dr. MAX,"Štúrova 1/2, 04001 Košice-Juh, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. Monika Langerov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e41,Drug store,48.73974,21.247896,Lekáreň Univerzitná lekáreň Univerzity veterinárskeho lekárstva a farmácie v Košiciach,"Komenského 68/73, 04001 Košice-Sever, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Michal Feh\u00e9r""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e40,Drug store,48.733999,21.250172,Lekáreň Dr. MAX,"Tomašíkova 151/8, 04001 Košice-Sever, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. Erika Blizmanov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e3f,Drug store,48.730961,21.243015,Lekáreň Dr. MAX,"Němcovej 28/28, 04001 Košice-Sever, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Marianna Skalick\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e3d,Drug store,48.72812,21.259463,Lekáreň Dr. MAX,"Masarykova 1632/9, 04001 Košice-Staré Mesto, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. Miriam Vavrekov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e3a,Drug store,48.721525,21.267601,Lekáreň Dr. MAX,"Staničné námestie 1458/9, 04001 Košice-Staré Mesto, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. Jarmila Bia\u010dkov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e38,Drug store,48.723494,21.256776,Lekáreň ZDRAVOFARM,"Hlavná 83/81, 04001 Košice-Staré Mesto, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. Erika Rodov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e37,Drug store,48.707026,21.257608,VZP - FIDESA,"Rastislavova 786/45, 04001 Košice-Juh, Slovenská republika",výdajňa zdravotníckych pomôcok,"{""odborni_zastupcovania"": ""M\u00e1ria Salanciov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e35,Drug store,48.722244,21.254884,Lekáreň sv. TEREZKY,"Mäsiarska 450/30, 04001 Košice-Staré Mesto, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. M\u00e1ria Hor\u0161ul\u00e1kov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e33,Drug store,48.72131,21.240865,Lekáreň VÚSCH,"Ondavská 2385/8, 04011 Košice-Západ, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Radoslava Semanov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e31,Drug store,48.715613,21.212671,Lekáreň Dr. MAX,"OC BILLA,  3112, 04015 Košice-Sídlisko KVP, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. Jakub Laba\u0161""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e2e,Drug store,48.717951,21.256237,Lekáreň Dr. MAX,"Murgašova 1390/1, 04001 Košice-Staré Mesto, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Krist\u00edna Hovorkov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e2d,Drug store,48.718582,21.238111,VZP ZUZKIN PARK,"OC LUNÍK I, Zuzkin Park 6, 04011 Košice-Západ, Slovenská republika",výdajňa zdravotníckych pomôcok,"{""odborni_zastupcovania"": ""Mgr. Eva \u0160\u00e1ndorov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e2b,Drug store,48.714765,21.216094,Lekáreň ALBA,"Cottbuská 1581/13, 04023 Košice-Sídlisko KVP, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Katar\u00edna Tk\u00e1\u010dov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e27,Drug store,48.721874,21.25222,Lekáreň APOTHÉQUE,"Moyzesova 1035/32, 04001 Košice-Staré Mesto, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Katar\u00edna Hud\u00e1kov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e25,Drug store,48.715256,21.238465,Lekáreň Dr. Max,"Toryská 2297/5, 04011 Košice-Západ, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. Miroslav Knap\u010dok""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e22,Drug store,48.726199,21.255319,Lekáreň Dr. MAX,"Hlavná 66/115, 04001 Košice-Staré Mesto, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. \u0160tefan Klanica""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e1f,Drug store,48.72264,21.248701,Lekáreň LIPA,"Kuzmányho 1188/29, 04001 Košice-Staré Mesto, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. Petra Olexi\u010dakov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e1e,Drug store,48.727612,21.249436,Lekáreň VIOLA,"Jesenná 1140/9, 04001 Košice-Staré Mesto, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Petra Havrilov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e19,Drug store,48.715814,21.231377,VZP MEDSTAR,"Brigádnická 2276/2A, 04011 Košice-Západ, Slovenská republika",výdajňa zdravotníckych pomôcok,"{""odborni_zastupcovania"": ""Klaudia Karahutov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e18,Drug store,48.726566,21.245657,Lekáreň SCHNEIDER,"Československej armády 1175/18, 04001 Košice-Staré Mesto, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Katar\u00edna R\u00fa\u0161ov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e15,Drug store,48.708961,21.25786,VZP VITALENA,"Smetanova 773/2, 04001 Košice-Juh, Slovenská republika",výdajňa zdravotníckych pomôcok,"{""odborni_zastupcovania"": ""Mgr. Alena Meli\u0161ov\u00e1 -\u010cugov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e11,Drug store,48.718419,21.264905,Lekáreň SCHNEIDER,"Protifašistických Bojovníkov  3378/11,  Košice-Staré Mesto, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. Em\u00edlia Z\u00e1potokov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e10,Drug store,48.739412,21.251163,Lekáreň U SPASITEĽA,"Národná trieda 211/56, 04001 Košice-Sever, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. Jana Koryt\u00e1rov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e0f,Drug store,48.716418,21.268246,Lekáreň PRIMA,"Krivá 1066/23, 04001 Košice-Juh, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. Anna \u010ci\u017em\u00e1rov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e0a,Drug store,48.708788,21.223693,Lekáreň IZIS,"Bratislavská 1949/46, 04011 Košice-Západ, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. Wael Rezk""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e07,Drug store,48.723207,21.267122,Lekáreň APOTHEKA s.r.o.,"Železničná stanica, Staničné námestie 1459/11, 04001 Košice-Staré Mesto, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Monika Luk\u00e1\u010dov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e01,Drug store,48.707581,21.257416,Nemocničná lekáreň s výdajom verejnosti,"Univerzitná nemocnica L. Pasteura Košice, Trieda SNP 457/1, 04011 Košice-Západ, Slovenská republika",nemocničná lekáreň s výdajom verejnosti,"{""odborni_zastupcovania"": ""PharmDr. Irena Andrejkov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5e00,Drug store,48.707791,21.257309,Nemocničná lekáreň s výdajom verejnosti,"Rastislavova 43, 04191 Košice-Juh, Slovenská republika",nemocničná lekáreň s výdajom verejnosti,"{""odborni_zastupcovania"": ""Mgr. Ren\u00e1ta B\u00e9re\u0161ov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5dfc,Drug store,48.72198,21.255017,ZDRAVKO,"Mäsiarska 445/26, 04001 Košice-Staré Mesto, Slovenská republika",výdajňa zdravotníckych pomôcok,"{""odborni_zastupcovania"": ""Mgr. Lenka Pan\u010durov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5df9,Drug store,48.72276,21.266124,Lekáreň PARK,"Staničné námestie 1460/13, 04001 Košice-Staré Mesto, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. Vladim\u00edr Hr\u00edb""}"
lekarne_ksk.fid--1024a340_187273c7313_-5df8,Drug store,48.740615,21.266921,Lekáreň Dr. Max,"Trolejbusová 2859/1, 04001 Košice-Džungľa, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Simona Bal\u00e1\u017eov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5df6,Drug store,48.734801,21.253739,Lekáreň Kamilka,"Národná trieda 214/27, 04001 Košice-Sever, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Pavol Lupt\u00e1k""}"
lekarne_ksk.fid--1024a340_187273c7313_-5df3,Drug store,48.705531,21.245224,Lekáreň Rondo Drive In,"Werferova 2246/3, 04011 Košice-Juh, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Ildik\u00f3 Klemov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5dec,Drug store,48.707167,21.260522,Lekáreň Dr. Max,"Panelová 536/2, 04001 Košice-Juh, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Daniela Hanz\u00f3kov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5de9,Drug store,48.720537,21.211682,Lekáreň Dr. Max,"Jána Pavla II. 3130/5, 04023 Košice-Sídlisko KVP, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. Michaela Krokavcov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5de8,Drug store,48.728845,21.242944,Lekáreň BENU,"Letná 1158/40, 04001 Košice-Staré Mesto, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Zlatica Janekov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5de5,Drug store,48.710306,21.232334,VZP ZDRAVAB,"Gudernova 293/8, 04011 Košice-Západ, Slovenská republika",výdajňa zdravotníckych pomôcok,"{""odborni_zastupcovania"": ""Al\u017ebeta Bri\u0161k\u00e1rov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5de4,Drug store,48.739504,21.282459,VZP Zdravotel,"Maršala Koneva 985/1, 04022 Košice-Dargov.hrdinov, Slovenská republika",výdajňa zdravotníckych pomôcok,"{""odborni_zastupcovania"": ""\u013duboslava Stankov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5de3,Drug store,48.740974,21.256141,Lekáreň Park Anička,"Pod šiancom 4080/1D, 04001 Košice-Sever, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Andrea Peleyov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5dd5,Drug store,48.71661,21.210523,Lekáreň KLAS - KVP,"Hemerkova 1682/39, 04023 Košice-Sídlisko KVP, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. Zuzana Keke\u0148\u00e1kov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5dd0,Drug store,48.727288,21.251547,Lekáreň PRI RADNICI,"Strojárenská 3426/11, 04001 Košice-Staré Mesto, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. Inge Rusov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5dcf,Drug store,48.707827,21.24649,Lekáreň SLNEČNICA,"Moldavská cesta 21/A, 04001 Košice-Západ, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Alexandra Vrbovsk\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5dce,Drug store,48.71779,21.247026,Lekáreň AGEL Cassopharm,"Žriedlová 3384/11, 04001 Košice-Staré Mesto, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. Valent\u00edna Pribulov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5dcd,Drug store,48.715814,21.231377,Lekáreň Dr.Max,"Brigádnická 2276/2A, 04011 Košice-Západ, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. Adriana Pala\u0161\u010d\u00e1kov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5dc9,Drug store,48.716911,21.259145,Lekáreň BENU,"OD Dargov, Štúrova 787/1, 04001 Košice-Staré Mesto, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Tom\u00e1\u0161 Moroz""}"
lekarne_ksk.fid--1024a340_187273c7313_-5dc7,Drug store,48.721414,21.238312,Lekáreň Schneider,"Ondavská 1878/4A, 04011 Košice-Západ, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Zuzana Novotn\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5dc3,Drug store,48.718478,21.231823,Lekáreň BENU,"Hronská 197/10, 04011 Košice-Západ, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Jakub Slab\u00fd""}"
lekarne_ksk.fid--1024a340_187273c7313_-5dc2,Drug store,48.725577,21.25621,Lekáreň BENU,"OD Urban, Hlavná 69/111, 04001 Košice-Staré Mesto, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Tom\u00e1\u0161 Mokr\u00e1\u0148""}"
lekarne_ksk.fid--1024a340_187273c7313_-5dc1,Drug store,48.716055,21.25013,Lekáreň pri Aréne,"Žižkova 3836/1, 04001 Košice-Juh, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Danka Kristevov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5dba,Drug store,48.725391,21.250609,PRIMA LEKÁREŇ,"Pri Jazdiarni 1010/1, 04001 Košice-Staré Mesto, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. Zuzana Litavec""}"
lekarne_ksk.fid--1024a340_187273c7313_-5db9,Drug store,48.707026,21.257608,Lekáreň BOTICA PLUS,"Rastislavova 786/45, 04001 Košice-Juh, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Matej Ga\u013e""}"
lekarne_ksk.fid--1024a340_187273c7313_-5db7,Drug store,48.71838,21.257065,Lekáreň BAZALKA,"Bočná 405/10, 04001 Košice-Staré Mesto, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Lucia Ondikov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5db6,Drug store,48.709149,21.255332,Lekáreň L.Pasteura,"Rastislavova 785/43, 04001 Košice-Juh, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. M\u00e1ria Mes\u00e1ro\u0161ov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5db5,Drug store,48.717874,21.263617,Lekáreň Dr. Max,"OC Aupark, Nám. Osloboditeľov 1,  Košice-Staré Mesto, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. Miroslav K\u00f6falu\u0161i""}"
lekarne_ksk.fid--1024a340_187273c7313_-5db3,Drug store,48.718447,21.237655,Lekáreň Zuzkin park,"Zuzkin Park 472/6, 04011 Košice-Západ, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. Vincent Kollar\u010d\u00edk""}"
lekarne_ksk.fid--1024a340_187273c7313_-5db2,Drug store,48.731311,21.250681,Lekáreň ŽIVENA PLUS,"Komenského 3678/37, 04001 Košice-Sever, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Ivana Cap\u00edkov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5db1,Drug store,48.708587,21.245349,Lekáreň SANDRA,"Moldavská cesta 575/3A, 04011 Košice-Západ, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. Martina Bockov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5db0,Drug store,48.720069,21.216851,Lekáreň Euphoria,"Wuppertálska 3159/65, 04023 Košice-Sídlisko KVP, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. Frederik Fabi\u00e1n""}"
lekarne_ksk.fid--1024a340_187273c7313_-5dae,Drug store,48.721047,21.256241,Lekáreň na Dominikánskom námestí,"Mäsiarska 601/11, 04001 Košice-Staré Mesto, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Barbora Kre\u0161\u00e1kov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5dad,Drug store,48.712508,21.25516,ORTOSHOP s.r.o.,"Skladná 208/8, 04001 Košice-Juh, Slovenská republika",výdajňa zdravotníckych pomôcok,"{""odborni_zastupcovania"": ""Mgr. Vladim\u00edr Zaku\u0165ansk\u00fd""}"
lekarne_ksk.fid--1024a340_187273c7313_-5dac,Drug store,48.732904,21.251546,ORTOKOMPLET s.r.o.,"Komenského 74/37A, 04001 Košice-Sever, Slovenská republika",výdajňa zdravotníckych pomôcok,"{""odborni_zastupcovania"": ""Mgr. Ema Mikli\u010dov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5dab,Drug store,48.739504,21.282459,Lekáreň IVANA PLUS,"Maršala Koneva 985/1, 04022 Košice-Dargov.hrdinov, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Iveta Vasi\u013eov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5da5,Drug store,48.733721,21.28475,Lekáreň BENU,"Jaltská  2, 04022 Košice-Dargov.hrdinov, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. Andrea Frigov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5da4,Drug store,48.725443,21.246676,Lekáreň BENU,"L.Novomeského 7, 04001 Košice-Staré Mesto, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Martin Partil\u00e1k""}"
lekarne_ksk.fid--1024a340_187273c7313_-5d9d,Drug store,48.717054,21.268996,Lekáreň na Krivej,"Krivá 2986/17, 04001 Košice-Juh, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""Mgr. Juraj Hodoli\u010d""}"
lekarne_ksk.fid--1024a340_187273c7313_-5d9c,Drug store,48.707177,21.26192,Lekáreň Advena,"Južná trieda 1574/44, 04001 Košice-Juh, Slovenská republika",verejná lekáreň,"{""odborni_zastupcovania"": ""PharmDr. Eva Krasnay Kur\u00e1\u0148ov\u00e1""}"
lekarne_ksk.fid--1024a340_187273c7313_-5d97,Drug store,48.723221,21.236872,Nemocničná lekáreň s výdajom verejnosti,"Trieda SNP 1, 04011 Košice-Západ, Slovenská republika",nemocničná lekáreň s výdajom verejnosti,"{""odborni_zastupcovania"": ""Mgr. Jana Such\u00e1""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6174,Hospital,48.735179,21.246073,"Všeobecná ambulancia pre dospelých, MUDr. Alena Adamov, Košice-Sever, (MUDr. Alena Adamov)","Urbánkova 1559/2, 04001 Košice-Sever, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Alena Adamov ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-616c,Hospital,48.739504,21.282459,"Všeobecná ambulancia pre deti a dorast, MUDr. Eva Antónyová, Košice-Dargov.hrdinov, (MUDr. Antónyová Eva s.r.o.)","Maršala Koneva 985/1, 04022 Košice-Dargov.hrdinov, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Eva Ant\u00f3nyov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6168,Hospital,48.725391,21.250609,"Všeobecná ambulancia pre dospelých, MUDr. Claudia Blanárová, Košice-Staré Mesto, (CB Praktik, spol. s.r.o.)","Pri Jazdiarni 1010/1, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Claudia Blan\u00e1rov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6167,Hospital,48.721874,21.25222,"Všeobecná ambulancia pre dospelých, MUDr. Stanislava Bachledová, Košice-Staré Mesto, (GARMEDIC s.r.o.)","Moyzesova 1035/32, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Stanislava Bachledov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6160,Hospital,48.722164,21.237415,"Všeobecná ambulancia pre deti a dorast, MUDr. Beáta Balluchová, Košice-Západ, (Balmed s.r.o.)","Trieda SNP 457/1, 04011 Košice-Západ, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Be\u00e1ta Balluchov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-615e,Hospital,48.728294,21.260174,"Všeobecná ambulancia pre dospelých, MUDr.Mgr. Monika Bargerová MHA., Košice-Staré Mesto, (MEDBARGER s.r.o.)","Masarykova 1639/17, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Monika Bargerov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6157,Hospital,48.712654,21.256758,"Všeobecná ambulancia pre dospelých, MUDr. Ján Béreš, Košice-Juh, (JLB DOCTOR s. r. o.)","Skladná 206/4, 04001 Košice-Juh, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. J\u00e1n B\u00e9re\u0161 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-614c,Hospital,48.726566,21.245656,"Všeobecná ambulancia pre dospelých, MUDr. Natália Brnová, Košice-Staré Mesto, (MEDOC s.r.o.)","Československej armády 1175/18, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Nat\u00e1lia Brnov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-614a,Hospital,48.71678,21.249088,"Všeobecná ambulancia pre dospelých, MUDr. Anton Broniš, Košice-Staré Mesto, (ELLMED s.r.o.)","Štúrova 1369/29, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Anton Broni\u0161 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6149,Hospital,48.707026,21.257608,"Všeobecná ambulancia pre dospelých, MUDr. Eva Mattová, Košice-Juh, (ELLMED s.r.o.)","Rastislavova 786/45, 04001 Košice-Juh, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Eva Mattov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6141,Hospital,48.725391,21.250609,"Všeobecná ambulancia pre dospelých, MUDr. Stella čajková, Košice-Staré Mesto, (Sachmet, s.r.o.)","Pri Jazdiarni 1010/1, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Stella \u010cajkov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6140,Hospital,48.726566,21.245656,"Všeobecná ambulancia pre dospelých, MUDr. Slavomíra Čellárová, Košice-Staré Mesto, (Medicell, spol. s r.o.)","Československej armády 1175/18, 04001 Košice-Staré Mesto, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""\u010cell\u00e1rov\u00e1 Slavom\u00edra MUDr. ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-613b,Hospital,48.707026,21.257608,"Všeobecná ambulancia pre deti a dorast, MUDr. Adriana Čuhová, Košice-Juh, (doBRRÁ ambulancia s.r.o.)","Rastislavova 786/45, 04001 Košice-Juh, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Adriana \u010cuhov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-6132,Hospital,48.709836,21.204655,"Všeobecná ambulancia pre dospelých, MUDr. Edita Domanská, Košice-Myslava, (JUHALEK s.r.o.)","Myslavská 245/190, 04016 Košice-Myslava, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. M\u00e1ria Ja\u0161\u0161ov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-612f,Hospital,48.733999,21.250172,"Všeobecná ambulancia pre dospelých, MUDr. Peter Dravecký, Košice-Sever, (MUDr. Dravecký - SAHA s.r.o.)","Tomašíkova 151/8, 04001 Košice-Sever, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Peter Draveck\u00fd ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-612d,Hospital,48.739504,21.282459,"Všeobecná ambulancia pre dospelých, MUDr. Helena Dudríková, Košice-Dargov.hrdinov, (SIMPLEX s.r.o.)","Maršala Koneva 985/1, 04022 Košice-Dargov.hrdinov, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Helena Dudr\u00edkov\u00e1 ako lek\u00e1r""}"
ambulancie_ksk.fid--1024a340_187273c7313_-612c,Hospital,48.739504,21.282459,"Všeobecná ambulancia pre deti a dorast, MUDr. Tamara Dupkalová, Košice-Dargov.hrdinov, (MUDr. Tamara Dupkalová)","Maršala Koneva 985/1, 04022 Košice-Dargov.hrdinov, Slovenská republika",ambulancia všeobecnej ambulantnej zdravotnej starostlivosti,"{""odborni_zastupcovania"": ""MUDr. Tamara Dupkalov\u00e1 ako lek\u00e1r""}"
